lat,lng,city,city_ascii,pop,country,iso2,iso3,province
34.98300013,63.13329964,Qal eh-ye Now,Qal eh-ye,2997,Afghanistan,AF,AFG,Badghis
34.5167011,65.25000063,Chaghcharan,Chaghcharan,15000,Afghanistan,AF,AFG,Ghor
31.58299802,64.35999955,Lashkar Gah,Lashkar Gah,201546,Afghanistan,AF,AFG,Hilmand
31.11200108,61.88699752,Zaranj,Zaranj,49851,Afghanistan,AF,AFG,Nimroz
32.63329815,65.86669865,Tarin Kowt,Tarin Kowt,10000,Afghanistan,AF,AFG,Uruzgan
32.85000016,68.41670453,Zareh Sharan,Zareh Sharan,13737,Afghanistan,AF,AFG,Paktika
34.86600004,71.15000459,Asadabad,Asadabad,48400,Afghanistan,AF,AFG,Kunar
36.72999904,69.54000364,Taloqan,Taloqan,64256,Afghanistan,AF,AFG,Takhar
35.01669608,69.33330065,Mahmud-E Eraqi,Mahmud-E Eraqi,7407,Afghanistan,AF,AFG,Kapisa
34.65000001,70.16670052,Mehtar Lam,Mehtar Lam,17345,Afghanistan,AF,AFG,Laghman
33.9667021,68.96670354,Baraki Barak,Baraki Barak,22305,Afghanistan,AF,AFG,Logar
36.26100015,68.04000051,Aybak,Aybak,24000,Afghanistan,AF,AFG,Samangan
34.45000209,68.79999663,Mayda Shahr,Mayda Shahr,35008,Afghanistan,AF,AFG,Wardak
34.48676963,62.59177608,Karokh,Karokh,14388.5,Afghanistan,AF,AFG,Hirat
36.65798077,65.73830237,Sheberghan,Sheberghan,74441,Afghanistan,AF,AFG,Jawzjan
35.95107302,68.70111894,Pol-e Khomri,Pol-e Khomri,41029,Afghanistan,AF,AFG,Baghlan
36.75011985,66.89973018,Balkh,Balkh,147426,Afghanistan,AF,AFG,Balkh
35.93022158,64.77009273,Meymaneh,Meymaneh,199795,Afghanistan,AF,AFG,Faryab
36.93165916,65.10149369,Andkhvoy,Andkhvoy,50469,Afghanistan,AF,AFG,Faryab
32.11226341,66.8867594,Qalat,Qalat,12191,Afghanistan,AF,AFG,Zabul
33.56331179,68.41782873,Ghazni,Ghazni,129892.5,Afghanistan,AF,AFG,Ghazni
37.12976076,70.57924719,Feyzabad,Feyzabad,52490,Afghanistan,AF,AFG,Badakhshan
36.72795066,68.87252966,Kondoz,Kondoz,210855.5,Afghanistan,AF,AFG,Kunduz
34.44152692,70.43610347,Jalalabad,Jalalabad,401697,Afghanistan,AF,AFG,Nangarhar
35.01826174,69.16791215,Charikar,Charikar,53676,Afghanistan,AF,AFG,Parwan
33.60005373,69.21462764,Gardiz,Gardiz,82680.5,Afghanistan,AF,AFG,Paktya
34.82106447,67.52103593,Bamian,Bamian,61863,Afghanistan,AF,AFG,Bamyan
36.13933026,68.69925858,Baghlan,Baghlan,163598.5,Afghanistan,AF,AFG,Baghlan
32.39172955,62.09681921,Farah,Farah,58604,Afghanistan,AF,AFG,Farah
34.33000917,62.16999304,Herat,Herat,439232.5,Afghanistan,AF,AFG,Hirat
36.69999371,67.10002803,Mazar-e Sharif,Mazar-e Sharif,365432.5,Afghanistan,AF,AFG,Balkh
31.61002016,65.69494584,Kandahar,Kandahar,613871,Afghanistan,AF,AFG,Kandahar
34.51669029,69.18326005,Kabul,Kabul,3160266,Afghanistan,AF,AFG,Kabul
60.09699618,19.94900447,Mariehamn,Mariehamn,10682,Aland,AX,ALD,Finström
41.51899817,19.79700359,Kruje,Kruje,21286,Albania,AL,ALB,Durrës
40.73000402,19.5730026,Fier,Fier,69747.5,Albania,AL,ALB,Fier
40.94000113,19.71600348,Lushnje,Lushnje,41469,Albania,AL,ALB,Fier
42.03330302,19.88330448,Puke,Puke,6495,Albania,AL,ALB,Shkodër
42.33330007,20.08330257,Bajram Curri,Bajram Curri,7967,Albania,AL,ALB,Kukës
42.08300107,20.43399653,Kukes,Kukes,17832,Albania,AL,ALB,Kukës
39.87700212,19.99999859,Sarande,Sarande,15147,Albania,AL,ALB,Vlorë
40.33330213,20.68329651,Erseke,Erseke,7890,Albania,AL,ALB,Korçë
40.89999612,20.66400062,Pogradec,Pogradec,35000,Albania,AL,ALB,Korçë
40.61667601,20.76666353,Korce,Korce,58259,Albania,AL,ALB,Korçë
40.70999705,19.97199958,Berat,Berat,46866,Albania,AL,ALB,Berat
40.51670403,20.23329663,Corovode,Corovode,14046,Albania,AL,ALB,Berat
40.86669601,20.19999652,Gramsh,Gramsh,11556,Albania,AL,ALB,Elbasan
41.20000211,20.3667036,Librazhd,Librazhd,12691,Albania,AL,ALB,Elbasan
40.2832981,20.03329854,Tepelene,Tepelene,11955,Albania,AL,ALB,Gjirokastër
40.23399605,20.35199756,Permet,Permet,10686,Albania,AL,ALB,Gjirokastër
40.07899809,20.14900256,Gjirokaster,Gjirokaster,23437,Albania,AL,ALB,Gjirokastër
41.6833021,20.43330349,Peshkopi,Peshkopi,14848,Albania,AL,ALB,Dibër
41.62599908,20.01600053,Burrel,Burrel,15405,Albania,AL,ALB,Dibër
41.78799914,19.65400254,Lezhe,Lezhe,18695,Albania,AL,ALB,Lezhë
41.78330106,19.81670459,Rreshen,Rreshen,10064,Albania,AL,ALB,Lezhë
40.47736005,19.49823075,Vlore,Vlore,89508.5,Albania,AL,ALB,Vlorë
41.12150677,20.08382808,Elbasan,Elbasan,132956.5,Albania,AL,ALB,Elbasan
41.3177997,19.44820797,Durres,Durres,132233,Albania,AL,ALB,Durrës
42.06845156,19.51884965,Shkoder,Shkoder,122006,Albania,AL,ALB,Shkodër
41.32754071,19.81888301,Tirana,Tirana,658318,Albania,AL,ALB,Durrës
36.82199703,5.76600356,Jijel,Jijel,148000,Algeria,DZ,DZA,Jijel
36.80000111,4.033332556,Tizi-Ouzou,Tizi-Ouzou,144000,Algeria,DZ,DZA,Tizi Ouzou
36.05900401,4.629996466,Bordj Bou Arreridj,Bordj Bou Arreridj,134500,Algeria,DZ,DZA,Bordj Bou Arréridj
35.7000031,4.545000584,M'sila,M'sila,125000,Algeria,DZ,DZA,M'Sila
36.46600213,7.427997486,Guelma,Guelma,123590,Algeria,DZ,DZA,Guelma
35.84999715,7.149996522,Oum el Bouaghi,Oum el Bouaghi,100821,Algeria,DZ,DZA,Oum el Bouaghi
29.23652163,0.269998737,Timimoun,Timimoun,26568,Algeria,DZ,DZA,Adrar
35.19034426,-0.639971559,Sidi bel Abbes,Sidi bel Abbes,200186.5,Algeria,DZ,DZA,Sidi Bel Abbès
34.89041424,-1.32000757,Tlimcen,Tlimcen,181059,Algeria,DZ,DZA,Tlemcen
32.04926984,-1.251381268,Beni Ounif,Beni Ounif,5628,Algeria,DZ,DZA,Béchar
31.01708478,-2.733306317,Abadla,Abadla,14364,Algeria,DZ,DZA,Béchar
32.76041506,-0.579949383,Sefra,Sefra,51118,Algeria,DZ,DZA,Naâma
36.88042198,6.899981647,Skikda,Skikda,193941.5,Algeria,DZ,DZA,Skikda
24.5529057,9.482252969,Djanet,Djanet,666,Algeria,DZ,DZA,Illizi
28.0503408,9.550000772,I-n-Amenas,I-n-Amenas,216,Algeria,DZ,DZA,Illizi
23.69394004,5.164738727,In Amguel,In Amguel,3030,Algeria,DZ,DZA,Tamanghasset
33.6903583,1.009953571,El Bayadh,El Bayadh,67413,Algeria,DZ,DZA,El Bayadh
33.37040367,6.859984089,El Oued,El Oued,177497,Algeria,DZ,DZA,Biskra
31.70234011,6.054451862,Hassi Messaoud,Hassi Messaoud,18124,Algeria,DZ,DZA,Ouargla
36.17041363,1.319960489,Chlef,Chlef,449167,Algeria,DZ,DZA,Chlef
35.40040895,0.14003251,Mascara,Mascara,108230,Algeria,DZ,DZA,Mascara
35.940376,0.089983885,Mostaganem,Mostaganem,159177,Algeria,DZ,DZA,Mostaganem
34.84039146,0.14003251,Saida,Saida,134855,Algeria,DZ,DZA,Saïda
35.38043601,1.319960489,Tiarat,Tiarat,184195,Algeria,DZ,DZA,Tiaret
36.76037762,5.070015827,Bejaia,Bejaia,274520,Algeria,DZ,DZA,Béjaïa
36.4203467,2.829997517,Blida,Blida,388174,Algeria,DZ,DZA,Blida
36.38047833,3.900009724,Bouira,Bouira,110144,Algeria,DZ,DZA,Bouira
36.27040753,2.770001179,Medea,Medea,145863.5,Algeria,DZ,DZA,Médéa
36.29038047,7.949995075,Souk Ahras,Souk Ahras,134947,Algeria,DZ,DZA,Souk Ahras
35.41043418,8.120010537,Tebessa,Tebessa,171742,Algeria,DZ,DZA,Tébessa
27.86999005,-0.289967083,Adrar,Adrar,56910,Algeria,DZ,DZA,Adrar
26.69998395,0.166645873,Reggane,Reggane,22351.5,Algeria,DZ,DZA,Adrar
31.61110537,-2.230003704,Bechar,Bechar,142415.5,Algeria,DZ,DZA,Béchar
27.67418805,-8.147782025,Tindouf,Tindouf,18270,Algeria,DZ,DZA,Tindouf
26.48335634,8.466604369,Illizi,Illizi,7293,Algeria,DZ,DZA,Illizi
25.2799931,3.749993041,Arak,Arak,423251,Algeria,DZ,DZA,Tamanghasset
27.21664492,2.466608845,I-n-Salah,I-n-Salah,28632,Algeria,DZ,DZA,Tamanghasset
30.56662132,2.883327595,El Golea,El Golea,32049,Algeria,DZ,DZA,Ghardaïa
33.80998924,2.880020303,Laghouat,Laghouat,108279,Algeria,DZ,DZA,Laghouat
33.0999809,6.05998124,Touggourt,Touggourt,91499,Algeria,DZ,DZA,Ouargla
31.96997235,5.340025186,Ouargla,Ouargla,176271,Algeria,DZ,DZA,Ouargla
34.85997683,5.73002722,Biskra,Biskra,202103,Algeria,DZ,DZA,Biskra
34.67998781,3.250023558,Djelfa,Djelfa,170901,Algeria,DZ,DZA,Djelfa
36.18002545,5.399969847,Setif,Setif,274744,Algeria,DZ,DZA,Sétif
35.56995933,6.170000365,Batna,Batna,269467,Algeria,DZ,DZA,Batna
36.92000612,7.759980834,Annaba,Annaba,355047,Algeria,DZ,DZA,Annaba
36.35998863,6.599948281,Constantine,Constantine,527638,Algeria,DZ,DZA,Constantine
35.71000246,-0.61997278,Oran,Oran,721992,Algeria,DZ,DZA,Oran
22.78500327,5.522804727,Tamanrasset,Tamanrasset,71808,Algeria,DZ,DZA,Tamanghasset
32.48999229,3.669997923,Ghardaia,Ghardaia,125480,Algeria,DZ,DZA,Ghardaïa
36.7630648,3.05055253,Algiers,Algiers,2665831.5,Algeria,DZ,DZA,Alger
-14.2766105,-170.7066451,Pago Pago,Pago Pago,12038,American Samoa,AS,ASM,
42.50000144,1.516485961,Andorra,Andorra,38127,Andorra,AD,AND,
-18.01953449,21.42999914,Mucusso,Mucusso,100,Angola,AO,AGO,Cuando Cubango
-8.419603659,20.74001542,Lucapa,Lucapa,25578,Angola,AO,AGO,Lunda Norte
-9.4195943,18.43002722,Capenda-Camulemba,Capenda-Camulemba,79842.5,Angola,AO,AGO,Lunda Norte
-9.659579652,20.39001094,Saurimo,Saurimo,40907,Angola,AO,AGO,Lunda Sul
-10.59962563,21.31998002,Muconda,Muconda,2324,Angola,AO,AGO,Lunda Sul
-10.14962726,19.2600024,Cacolo,Cacolo,984,Angola,AO,AGO,Lunda Sul
-8.579542217,13.65998246,Caxito,Caxito,15665.5,Angola,AO,AGO,Bengo
-8.189591859,15.37000728,Camabatela,Camabatela,12731,Angola,AO,AGO,Cuanza Norte
-9.299549948,14.90998368,Ndalatando,Ndalatando,8144,Angola,AO,AGO,Cuanza Norte
-10.72959186,14.97995357,Quibala,Quibala,5248.5,Angola,AO,AGO,Cuanza Sul
-9.999610577,14.90001013,Calulo,Calulo,795,Angola,AO,AGO,Cuanza Sul
-11.35952757,15.1199967,Waku Kungo,Waku Kungo,11519.5,Angola,AO,AGO,Cuanza Sul
-7.349591452,14.84998734,Songo,Songo,10579,Angola,AO,AGO,Uíge
-6.269605694,14.23999874,Mbanza-Congo,Mbanza-Congo,42201,Angola,AO,AGO,Zaire
-7.229598776,12.86003129,Nzeto,Nzeto,19705.5,Angola,AO,AGO,Zaire
-6.129614239,12.36998368,Soyo,Soyo,65329,Angola,AO,AGO,Zaire
-5.55962319,12.18999467,Cabinda,Cabinda,78905.5,Angola,AO,AGO,Cabinda
-11.31958169,16.19998246,Calucinga,Calucinga,531,Angola,AO,AGO,Bié
-12.01959064,17.46998246,Camacupa,Camacupa,19489,Angola,AO,AGO,Bié
-13.03958006,14.23999874,Cubal,Cubal,4837,Angola,AO,AGO,Benguela
-15.7895414,20.36003861,Mavinga,Mavinga,30000,Angola,AO,AGO,Cuando Cubango
-15.15960569,19.16998205,Cuito Caunavale,Cuito Caunavale,149,Angola,AO,AGO,Cuando Cubango
-17.36954832,22.99998083,Luiana,Luiana,150,Angola,AO,AGO,Cuando Cubango
-17.06961831,15.73003699,Ondjiva,Ondjiva,8748,Angola,AO,AGO,Cunene
-17.31962889,13.92001827,Chitado,Chitado,468.5,Angola,AO,AGO,Cunene
-15.74959552,14.0800085,Chibemba,Chibemba,1502,Angola,AO,AGO,Huíla
-15.1896297,13.69000647,Chibia,Chibia,1411,Angola,AO,AGO,Huíla
-14.82954832,14.55000565,Quipungo,Quipungo,186,Angola,AO,AGO,Huíla
-10.7095414,22.23000199,Luau,Luau,9964,Angola,AO,AGO,Moxico
-13.69959145,19.86001745,Cangamba,Cangamba,1307,Angola,AO,AGO,Moxico
-14.09961871,21.44002437,Lumbala Nguimbo,Lumbala Nguimbo,25,Angola,AO,AGO,Moxico
-11.88957273,22.90003861,Cazombo,Cazombo,298,Angola,AO,AGO,Moxico
-7.380028871,20.82998409,Dundo,Dundo,11985,Angola,AO,AGO,Lunda Norte
-7.85498696,13.12502803,Ambriz,Ambriz,17000,Angola,AO,AGO,Bengo
-9.690017071,14.43001298,Dondo,Dondo,2353,Angola,AO,AGO,Cuanza Norte
-11.21002765,13.8499967,Sumbe,Sumbe,29638.5,Angola,AO,AGO,Cuanza Sul
-7.620014222,15.04997514,Uige,Uige,56787.5,Angola,AO,AGO,Uíge
-12.38003375,16.93998897,Kuito,Kuito,113955,Angola,AO,AGO,Bié
-12.37000853,13.54123002,Lobito,Lobito,170733,Angola,AO,AGO,Benguela
-16.74002602,14.96998002,Xangongo,Xangongo,447,Angola,AO,AGO,Cunene
-11.79004393,19.90001501,Luena,Luena,17276.5,Angola,AO,AGO,Moxico
-15.80003172,11.85998897,Tômbua,Tombua,40000,Angola,AO,AGO,Namibe
-9.540000388,16.34002559,Malanje,Malanje,106451,Angola,AO,AGO,Malanje
-12.57826455,13.40723303,Benguela,Benguela,142017,Angola,AO,AGO,Benguela
-14.91000853,13.49001868,Lubango,Lubango,114086.5,Angola,AO,AGO,Huíla
-15.19004311,12.16002234,Namibe,Namibe,128130.5,Angola,AO,AGO,Namibe
-14.66661253,17.69999426,Menongue,Menongue,13030,Angola,AO,AGO,Cuando Cubango
-12.74998533,15.76000932,Huambo,Huambo,986000,Angola,AO,AGO,Huambo
-8.838286114,13.23442704,Luanda,Luanda,3562086,Angola,AO,AGO,Luanda
-62.17388669,-58.86386407,Artigas Base,Artigas Base,34.5,Antarctica,AQ,ATA,
-62.49950682,-59.68331852,Capitan Arturo Prat Station,Capitan Arturo Prat Station,41,Antarctica,AQ,ATA,
-64.23288939,-56.6500153,Marambio Station,Vicecomodoro Marambio Station,102.5,Antarctica,AQ,ATA,
-74.61919259,164.2190271,Zucchelli Station,Terra Nova Bay,60,Antarctica,AQ,ATA,
-67.5647756,-68.12354055,Rothera Station,Rothera Station,76,Antarctica,AQ,ATA,
-64.76241335,-64.0468756,Palmer Station,Palmer Station,30.5,Antarctica,AQ,ATA,
-62.18274357,-58.90765233,Base Presidente Montalva,Teniente Rodolfo Marsh Station,115,Antarctica,AQ,ATA,
-62.22414386,-58.65047599,Carlini Station,Teniente Jubany Station,40,Antarctica,AQ,ATA,
-62.2248534,-58.77159876,King Sejong Station,King Sejong Station,53.5,Antarctica,AQ,ATA,
-62.21631997,-58.9666956,Great Wall Station,Great Wall Station,26,Antarctica,AQ,ATA,
-62.19496251,-58.95266582,Escudero Base,Escudero Station,20,Antarctica,AQ,ATA,
-61.99958901,-57.99998458,Elephant Island,"Elephant Island, South Shetland Islands",3,Antarctica,AQ,ATA,
-77.84693819,166.7491023,Scott Base,Scott Base,49.5,Antarctica,AQ,ATA,
-77.73228239,166.8694157,McMurdo Station,McMurdo Station,600,Antarctica,AQ,ATA,
-69.43406299,76.33929808,Zhongshan Station,Zhongshan Station,42.5,Antarctica,AQ,ATA,
-78.46628416,106.8000337,Vostok,Vostok,19,Antarctica,AQ,ATA,
-68.83286701,90.49999508,Peter I Island,Peter I Island,0.5,Antarctica,AQ,ATA,
-66.57552952,93.00628846,Mirny Station,Mirny Station,114.5,Antarctica,AQ,ATA,
-67.61452032,62.87500073,Mawson Station,Mawson Station,40,Antarctica,AQ,ATA,
-68.77767439,78.14073509,Davis Station,Davis Station,45,Antarctica,AQ,ATA,
-74.66630939,124.1670357,Concordia Research Station,Concordia Research Station,15,Antarctica,AQ,ATA,
-66.28608614,110.536214,Casey Station,Casey Station,125,Antarctica,AQ,ATA,
-89.98289386,139.2669926,Amundsen–Scott South Pole Station,Amundsen–Scott South Pole Station,125,Antarctica,AQ,ATA,
-73.0496122,-13.41671106,Wasa Station,Wasa Station,5,Antarctica,AQ,ATA,
-72.01629026,2.533323119,Troll Station,Troll Station,25.5,Antarctica,AQ,ATA,
-74.58290363,-11.21669031,Svea Station,Svea Station,5,Antarctica,AQ,ATA,
-71.30123475,-11.8502129,Novolazarevskaya Station,Novolazarevskaya Station,35,Antarctica,AQ,ATA,
-70.89039668,-7.838438004,Neumayer Station III,Neumayer,40,Antarctica,AQ,ATA,
-70.7821796,11.7304584,Maitri Station,Maitri Station,33,Antarctica,AQ,ATA,
-76.09226319,-26.4741567,Halley Station,Halley Station,43,Antarctica,AQ,ATA,
-77.86632078,-34.61668319,Belgrano Station,General Belgrano Station,57,Antarctica,AQ,ATA,
-81.17908472,-40.50153152,Camp Sobral,Doctor Sobral,20,Antarctica,AQ,ATA,
-75.04959349,-13.41671106,Aboa Station,Aboa Station,15,Antarctica,AQ,ATA,
-68.1163216,-67.0999976,San Martín Station,San Martín Station,19,Antarctica,AQ,ATA,
-63.32841823,-57.88959352,Gen. O'Higgins Station,General Bernado O'Higgins Station,30,Antarctica,AQ,ATA,
-63.37532865,-57.02590151,Esperanza Station,Esperanza Station,152.5,Antarctica,AQ,ATA,
-60.7328963,-44.73330082,Orcadas Station,Orcadas Station,29.5,Antarctica,AQ,ATA,
-60.63130815,-45.60070332,Signy Research Station,Signy Island,4,Antarctica,AQ,ATA,
-66.77505091,139.9636836,Dumont d'Urville Station,Dumont d'Urville Station,75,Antarctica,AQ,ATA,
-69.03039249,39.7460831,Showa Station,Showa Station,50,Antarctica,AQ,ATA,
17.11803652,-61.85003382,Saint John's,Saint John's,29862.5,Antigua and Barbuda,AG,ATG,
-51.65003986,-72.30001612,28 de Noviembre,28 de Noviembre,5300,Argentina,AR,ARG,Santa Cruz
-48.76659829,-70.25001205,Gobernador Gregores,Gobernador Gregores,2519,Argentina,AR,ARG,Santa Cruz
-49.97454865,-68.90347273,Comondante Luis Piedrabuena,Comondante Luis Piedrabuena,410,Argentina,AR,ARG,Santa Cruz
-45.68337563,-70.26657434,Paso Rio Mayo,Paso Rio Mayo,1825,Argentina,AR,ARG,Chubut
-45.03328611,-70.83328394,Alto Rio Sanguer,Alto Rio Sanguer,1548,Argentina,AR,ARG,Chubut
-42.05000568,-71.16662276,El Maiten,El Maiten,4269,Argentina,AR,ARG,Chubut
-42.77001341,-65.04001998,Puerto Madryn,Puerto Madryn,61159,Argentina,AR,ARG,Chubut
-43.25003579,-65.3299506,Trelew,Trelew,93128.5,Argentina,AR,ARG,Chubut
-32.82503904,-68.80167668,Las Heras,Las Heras,66663,Argentina,AR,ARG,Mendoza
-33.06998533,-68.49001612,San Martin,San Martin,99974,Argentina,AR,ARG,Mendoza
-32.59311522,-69.34598454,Uspallata,Uspallata,2390,Argentina,AR,ARG,Mendoza
-38.94001463,-69.24002202,Cutral Co,Cutral Co,47597,Argentina,AR,ARG,Neuquén
-38.87996662,-62.0799681,Punta Alta,Punta Alta,55969.5,Argentina,AR,ARG,Ciudad de Buenos Aires
-33.33002114,-60.24000289,San Nicolas,San Nicolas,117123.5,Argentina,AR,ARG,Ciudad de Buenos Aires
-34.15999632,-58.95997766,Campana,Campana,77149.5,Argentina,AR,ARG,Ciudad de Buenos Aires
-34.65004393,-60.48998763,Chacabuco,Chacabuco,26645,Argentina,AR,ARG,Ciudad de Buenos Aires
-34.66001748,-59.44002588,Mercedes,Mercedes,48408.5,Argentina,AR,ARG,Ciudad de Buenos Aires
-34.88000405,-61.53994938,Lincoln,Lincoln,19924,Argentina,AR,ARG,Ciudad de Buenos Aires
-34.89995115,-60.03998926,Chivilcoy,Chivilcoy,43719,Argentina,AR,ARG,Ciudad de Buenos Aires
-35.42999632,-60.17998071,Veinticinco de Mayo,Veinticinco de Mayo,18749,Argentina,AR,ARG,Ciudad de Buenos Aires
-35.44596434,-60.88998906,Nueve de Julio,Nueve de Julio,26716,Argentina,AR,ARG,Ciudad de Buenos Aires
-36.33004474,-57.68997766,Dolores,Dolores,21586.5,Argentina,AR,ARG,Ciudad de Buenos Aires
-39.48334064,-62.68331629,Pedro Luro,Pedro Luro,7100,Argentina,AR,ARG,Ciudad de Buenos Aires
-38.3699719,-60.26994938,Tres Arroyos,Tres Arroyos,34773.5,Argentina,AR,ARG,Ciudad de Buenos Aires
-37.46661619,-61.9166189,Coronel Suarez,Coronel Suarez,20713,Argentina,AR,ARG,Ciudad de Buenos Aires
-37.83331216,-58.24999516,Balcarce,Balcarce,18967,Argentina,AR,ARG,Ciudad de Buenos Aires
-37.80003253,-67.68329533,25 de Mayo,25 de Mayo,17430,Argentina,AR,ARG,Río Negro
-39.01995807,-67.60996647,General Roca,General Roca,38578,Argentina,AR,ARG,Río Negro
-41.03332355,-70.26657434,Comallo,Comallo,741,Argentina,AR,ARG,Río Negro
-41.30002562,-69.58330855,Ingeniero Jacobacci,Ingeniero Jacobacci,5719,Argentina,AR,ARG,Río Negro
-40.10004718,-64.43328699,General Conesa,General Conesa,2958,Argentina,AR,ARG,Río Negro
-39.26660968,-65.68331405,Choele Choel,Choele Choel,9895.5,Argentina,AR,ARG,Río Negro
-31.43003375,-62.08996749,San Francisco,San Francisco,43231,Argentina,AR,ARG,Córdoba
-31.65999388,-64.4299797,Alta Gracia,Alta Gracia,30593,Argentina,AR,ARG,Córdoba
-32.41002562,-63.26002527,Villa Maria,Villa Maria,76701,Argentina,AR,ARG,Córdoba
-32.60003986,-62.67995732,Bell Ville,Bell Ville,29605,Argentina,AR,ARG,Córdoba
-32.18332111,-64.48328394,Villa Rumipal,Villa Rumipal,1269,Argentina,AR,ARG,Córdoba
-31.42000853,-64.50000126,Villa Carlos Paz,Villa Carlos Paz,60256,Argentina,AR,ARG,Córdoba
-28.86662433,-66.23330632,Chumbicha,Chumbicha,2572,Argentina,AR,ARG,Catamarca
-28.06662148,-67.56658411,Tinogasta,Tinogasta,587,Argentina,AR,ARG,Catamarca
-22.7166638,-65.6999797,Abra Pampa,Abra Pampa,4480,Argentina,AR,ARG,Jujuy
-23.19999347,-65.34994938,Humahuaca,Humahuaca,11369,Argentina,AR,ARG,Jujuy
-23.41667275,-66.4833169,Susques,Susques,1093,Argentina,AR,ARG,Jujuy
-31.34998696,-66.5999506,Chepes,Chepes,6020,Argentina,AR,ARG,La Rioja
-22.03003904,-63.69999841,Yacuiba,Yacuiba,64811,Argentina,AR,ARG,Salta
-22.55000731,-63.81001754,Tartagal,Tartagal,59996.5,Argentina,AR,ARG,Salta
-25.08334105,-64.18335392,Joaquin V. Gonzalez,Joaquin V. Gonzalez,13376,Argentina,AR,ARG,Salta
-24.6666223,-65.04996769,General Guemes,General Guemes,19828,Argentina,AR,ARG,Salta
-26.21665688,-65.28331262,Trancas,Trancas,1599,Argentina,AR,ARG,Tucumán
-26.7900069,-60.45001591,Presidencia Roque Saenz Pena,Presidencia Roque Saenz Pena,75958,Argentina,AR,ARG,Chaco
-26.51658689,-61.16658716,Pampa del Infierno,Pampa del Infierno,2921,Argentina,AR,ARG,Chaco
-27.58329181,-60.7166663,Villa Angela,Villa Angela,30051,Argentina,AR,ARG,Chaco
-23.90000242,-61.84998214,Ingeniero Guillermo N. Juarez,Ingeniero Guillermo N. Juarez,6453,Argentina,AR,ARG,Formosa
-25.33329995,-59.68331852,Comandante Fontana,Comandante Fontana,4277,Argentina,AR,ARG,Formosa
-22.47998574,-62.29998051,Doctor Pedro P. Pena,Doctor Pedro P. Pena,6143,Argentina,AR,ARG,Formosa
-28.12000324,-58.76998926,San Lorenzo,San Lorenzo,25833.5,Argentina,AR,ARG,Corrientes
-27.48996417,-58.80998682,Corrientes,Corrientes,339945,Argentina,AR,ARG,Corrientes
-32.47999551,-58.23999577,Concepcion del Uruguay,Concepcion del Uruguay,48275,Argentina,AR,ARG,Entre Ríos
-32.61001341,-60.17998071,Victoria,Victoria,20032.5,Argentina,AR,ARG,Entre Ríos
-33.15003213,-59.34000615,Gualeguay,Gualeguay,25913,Argentina,AR,ARG,Entre Ríos
-31.73332273,-60.53334416,Parana,Parana,226852,Argentina,AR,ARG,Entre Ríos
-33.23002724,-60.35002202,Villa Constitucion,Villa Constitucion,30282.5,Argentina,AR,ARG,Santa Fe
-31.25004474,-61.49997766,Rafaela,Rafaela,69649,Argentina,AR,ARG,Santa Fe
-26.20001707,-54.59998539,Eldorado,Eldorado,17365,Argentina,AR,ARG,Misiones
-30.21558592,-69.1399506,Rodeo,Rodeo,701,Argentina,AR,ARG,San Juan
-43.41627887,-67.24998845,Las Plumas,Las Plumas,605,Argentina,AR,ARG,Chubut
-42.28296303,-69.23330408,Gastre,Gastre,557,Argentina,AR,ARG,Chubut
-42.39959674,-66.95000676,Telsen,Telsen,493,Argentina,AR,ARG,Chubut
-35.46611815,-69.58330855,Malargue,Malargue,11847,Argentina,AR,ARG,Mendoza
-33.56618244,-69.01667647,Tunuyan,Tunuyan,22834,Argentina,AR,ARG,Mendoza
-33.46613686,-67.54999597,La Paz,La Paz,4400,Argentina,AR,ARG,Mendoza
-37.38295205,-70.26657434,Chos Malal,Chos Malal,8556,Argentina,AR,ARG,Neuquén
-38.51626788,-70.36659408,Las Lajas,Las Lajas,1218,Argentina,AR,ARG,Neuquén
-34.08956134,-59.04002446,Zarate,Zarate,86192,Argentina,AR,ARG,Ciudad de Buenos Aires
-37.1828609,-62.73331323,Carhue,Carhue,7190,Argentina,AR,ARG,Ciudad de Buenos Aires
-37.69957355,-63.16659428,Darregueira,Darregueira,3412,Argentina,AR,ARG,Ciudad de Buenos Aires
-37.66551878,-59.80002975,Juarez,Juarez,10609,Argentina,AR,ARG,Ciudad de Buenos Aires
-36.71622272,-56.67660283,Mar de Ajo,Mar de Ajo,13610,Argentina,AR,ARG,Ciudad de Buenos Aires
-35.184895,-59.09467228,Lobos,Lobos,18278,Argentina,AR,ARG,Ciudad de Buenos Aires
-35.56621539,-58.01662439,Chascomus,Chascomus,21054,Argentina,AR,ARG,Ciudad de Buenos Aires
-34.58456989,-60.95887374,Junin,Junin,66141.5,Argentina,AR,ARG,Ciudad de Buenos Aires
-34.90961465,-57.95996118,La Plata,La Plata,440388.5,Argentina,AR,ARG,Ciudad de Buenos Aires
-33.89959878,-60.56998275,Pergamino,Pergamino,71448,Argentina,AR,ARG,Ciudad de Buenos Aires
-34.57960895,-59.10999435,Lujan,Lujan,69744.5,Argentina,AR,ARG,Ciudad de Buenos Aires
-36.7796297,-59.86999964,Azul,Azul,43407.5,Argentina,AR,ARG,Ciudad de Buenos Aires
-39.88285114,-62.58332239,Villalonga,Villalonga,2838,Argentina,AR,ARG,Ciudad de Buenos Aires
